Description,Title,URL,Compensation,Address,Employment Type
"
        
BSME PLUMBING/FIRE PROTECTION ENGINEERS with 10 + years 
experience in design of residential or commercial buildings.
Permanent. Full time. Excellent benefits.

HANK DEVITO

TEL: 718-449-5745
EMAIL: HANK11214@HOTMAIL.COM    ",PLUMBING/FIRE PROTECTION ENGINEERS,https://newyork.craigslist.org/mnh/egr/d/plumbing-fire-protection/6305786378.html,"$100,000- 130,000",Midtown,full-time
"
        
BOLD is looking for a talented project manager for a full-time position in our New York City office. Applicants should have experience on a full range of projects overseeing drawing and document production, fixture schedules and cut sheets, deliverable timelines, project budgets, fixture sample and mockup management.

We require a minimum of 3 years of experience working in the field of architectural lighting design. A completed Bachelor's degree in Interior Design, Architecture, Architectural or Theatrical Lighting Design is required. Candidates must have working knowledge of the Adobe Suite, AGI32, AutoCAD, and the Microsoft Office Suite.

Excellent communication skills and problem solving skills are very important, as well as enthusiasm and positivity.

Salary is commensurate with experience. Generous fringe benefits.

Please submit your resume with a comprehensive portfolio.

For more information about BOLD, visit us at     ",Project Manager,https://newyork.craigslist.org/mnh/egr/d/project-manager/6306207411.html,Salary is commensurate with experience. Generous fringe benefits.,Midtown West,full-time
"
        
Intermediate Architect/Drafter 
Brooklyn Design and Expediting firm looking for a qualified Drafter/Project Architect experienced in residential and commercial projects.
Full range of responsibilities include all areas of design and project management.
- Good CAD and Revit Skills
- Knowledge and experience with NYC zoning and building code.
- Capable of working well independently.
- Coordinate design drawings with all parties involved including consultants, contractors and vendors.
- Review and answer DOB objections.
- Self motivated, meet deadlines, highly organized, and excellent communication skills.

Please email resume
    ",ARCHITECT/DRAFTER,https://newyork.craigslist.org/brk/egr/d/architect-drafter/6306137031.html,TBD,,full-time
"
        
BOLD is looking for production designer for a full-time position in our New York City office. We require a minimum of 1 year of experience in lighting and/or architecture field, and a Bachelor's in Architecture, Interior Design or Theatrical Lighting Design or a closely-related field.

Knowledge of light fixture manufacturers, proficiency in Adobe Creative Suite, AGI, AutoCAD, Comcheck, Microsoft Office Suite, and skills in Revit are a plus. For all applicants, the ability to draw by hand is useful, especially if you are good at it. The ability to produce cut sheets, drawing sets, fixture and zone schedules, presentations and renderings is a must.

Excellent communication skills and problem-solving skills are very important, as well as enthusiasm and positivity.

Salary is commensurate with experience. Generous fringe benefits.

Please submit your resume with a comprehensive portfolio.

For more information about BOLD, visit us at 
    ",Production Designer,https://newyork.craigslist.org/mnh/egr/d/production-designer/6306210897.html,Salary is commensurate with experience. Generous fringe benefits.,Midtown West,full-time
"
        
Extremely busy Queens based Expediting company seeks experienced full time NYC Expediter for work in five boroughs of New York City.

We are explicitly looking for someone that already has experience with the NYC Department of Buildings/Landmarks/DOT/FDNY and possesses a valid Class 2 Expediters license. 

Some of our work is as follows:

Preparation of Alteration Type I and II applications, filing of applications, acquiring work permits, meeting with examiners for approval, removing violations with DOB/ECB and FDNY, attending C of O inspections, scheduling and attending violation removal inspections, ECB hearings, meetings with Deputy Borough Commissioners, Chief Plan's examiners, meetings with developers, property managers, homeowners. Constant updates to clients by sending detailed emails, occasional creation of spread sheets, creation of reports to be sent to clients, tracking and coordination of all work. 

You must have:
-Ability to communicate with clients
- Excellent writing skills
- The ability to speak clear
- Strong Organization skills
- Be fluent in English
- Valid driver's license 
- Punctuality is a must

We are ready to hire you today, if you qualify and have the experience we are looking for. Our company offers a competitive salary, and health coverage, 401K with company matching, paid sick leave and vacation pay.

**** If you do not possess a Class 2 Filing Rep Status, have knowledge of required DOB/DEP/Landmarks and FDNY forms, and you cannot read a set of of drawings, please do not apply for this job. We will ask you questions pertaining to forms and applications.

Please respond with your resume and your salary requirements. We look forward to hearing from you. 

We are not looking for Drafters, or Architects. Thank you.
    ",NYC DOB Expediter Seeks Class 2 Filing Rep,https://newyork.craigslist.org/que/egr/d/nyc-dob-expediter-seeks-class/6306276422.html,Comensurate with Experience,All Boroughs,full-time
"
        
Small architecture firm in Chelsea looking for an experienced architect capable of working in Revit and producing Bid Sets, CD sets, and filing sets with minimal help. 
Revit is a must!
Please provide hourly rate and phone number
This is currently for part time but could turn into full time. 
    ",Architect - Part Time - Immediate Need (Possible for full time),https://newyork.craigslist.org/mnh/egr/d/architect-part-time-immediate/6306450202.html,Hourly,Chelsea,part-time
"
        
A Plumbing Company based in LES is seeking to hire an Assistant Sales/Project Manager to provide full time support to the Senior Sales Manager. The position includes frequent interaction with clients, consultants and contractors. He/she will be responsible for ensuring that all aspects of our services are being delivered to the highest level to ensure client satisfaction. Experience is preferable, but not necessary, if the perspective candidate is willing to learn.

Duties and Responsibilities:
-	Manages day-to-day project activities: monitoring and maintaining schedules, researching products/prices, contacting suppliers, preparing purchase orders etc.
-	Participates in all project meetings, 
-	Processes submittals/RFIs,
-	Assists in preparation of daily, weekly and monthly reports that discuss, in detail the stats of the project
    ",Assistant Sales/Project Manager,https://newyork.craigslist.org/mnh/egr/d/assistant-sales-project/6306868825.html,to be discussed,Lower East Side,full-time
"
        
Structural Engineer / Field Inspector

Company Introduction:

We are a dynamic New York City-headquartered firm with an emphasis on special inspections and engineering consulting for building systems. We are a growing organization looking to add a structural engineer to our team of talented professionals. 


Our Firm has developed a professional, but exciting and fun office culture that encourages team members to establish themselves as industry leaders while enjoying their jobs. Our office is conveniently located in midtown Manhattan, close to all modes of public transportation.  

Providing engineering consulting and special inspection services within a wide scope of industries - ranging from financial, media, legal and retail to real estate management, hospitality and higher education - We have  continued to build impressive client and project rosters.

This position offers an exciting opportunity to get in on the ground floor of a company that has been recently founded, but well established within the building industry. The job will provide valuable experience in multiple engineering disciplines and training for professional certifications, including the Professional Engineering (PE) license.  


Job Purpose:

Reviews construction installations to verify compliance with design documents and NYC Building Code requirements. Additional responsibilities would include assistance in developing construction documents for projects within the structural disciplines.

Duties:

Special Inspections: ( Must be interested in doing Field Inspections) 

       Visits construction sites to review work in progress, inspect materials and check the method of installation.

       Supervises field construction by inspecting installation, documenting progress and coordinating with the field and design teams to meet building code requirements.

       Manages and tracks non-compliance items and ensures completion through coordination with contractors, vendors and consultants.

       Keeps information accessible by filing plans and documents; updating field reports, tracking logs, code databases and project lists; documenting installations and modifications.

       Provides project status information by summarizing required actions remaining for sign off.

Structural Design:

       Designer to coordinate with other user groups, understand project conditions, develop structural calculations and prepare plans and specifications using AutoCAD.

       Review shop drawings and contractor submittals for conformance with project requirements.

       Complete field observations at appropriate intervals to review status and compliance of installed work. 

       Compile punch lists throughout construction and verify completion of construction related items.


Job Requirements:

We are seeking to build our team with a motivated individual with strong communication skills, a good attitude and a strong grasp of engineering concepts. Bachelor's degree in structural engineering and working knowledge of CAD and NYC codes is required. Three to Five years' experience in structural design or inspection in New York City required. ICC Certification as a Structural Steel and Bolting Inspector and Structural Welding Special Inspector preferred, but not mandatory. Candidates must be willing and able to take the necessary ICC certification exams. Fundamentals of Engineering (FE) and Engineer in Training (EIT) designations are preferred, but not mandatory, as is Professional Engineer (PE).


Skills/Qualifications:

Knowledge of the Construction Process, Plan Reading, Problem Solving, Familiarity with Building Codes, Decision Making, Communicating, Project Management, Attention to Detail, Working knowledge of AutoCAD and heat load calculations.
    ",Structural Engineer / Field Inspector,https://newyork.craigslist.org/mnh/egr/d/structural-engineer-field/6306987940.html,"70,000.00 to 95,000.00",New York City,full-time
"
        
Building Studio Architects
Boutique Architecture and Design Firm

Experience Level:

-1-3 years experience working at a small architecture firm in the tri-state area preferred
-internship at a small firm in the tri-state area 
OR
-1-3 years experience as an employee at an architecture firm in a major city

Requirements: 

-AUTOCAD 2-D proficiency
-3D modeling [Sketch Up, Rhino], rendering, and Photoshop experience
-Bachelor's Degree in an architecture/design related field
-Design skills in both contemporary and traditional modes
-Experience in applying New York City zoning codes and rules a plus

Additional information: 

-You must be legal to work in the US. 
-All interviews will take place in person. 
-Benefits include health, Simple IRA, paid vacation and holidays. 

Apply with:

-brief cover letter in the body of the email. 
-resume of related experience as a pdf attachment
-professional work samples including design, construction documents, and modeling 

This position requires high attention to detail, therefore, we will only respond to qualified applications that follow all instructions exactly. Please apply directly through this site. No phone calls.    ",Junior Architect,https://newyork.craigslist.org/mnh/egr/d/junior-architect/6307018058.html,commensurate with experience,Midtown West,full-time
"
        
Introduction 
We are a world-class multi-disciplinary engineering consulting firm who is seeking a Plumbing/Fire Protection Engineer for our New York, NY office. 

Responsibilities 

Our engineers work on high quality, high-profile, national and international projects. We are currently looking for engineers who will be responsible for the systems design of commercial, institutional, healthcare, and laboratory projects.

Responsibilities include:
*Development of initial Pluming and Fire Protection system concepts
*Design of Plumbing and Fire Protection systems
*Calculation of preliminary water, gas, sanitary/sewer and storm loads for utility coordination
*Develop project specifications
*Survey and evaluation of existing conditions
*Construction administration
*Assist with Project Management
*Attend client meetings 

Requirements 
Bachelor's degree in Mechanical, Civil or Environmental Engineering preferred. 
5- 15+ years' experience designing plumbing and fire protection systems preferred. (Project experience submitted for consideration should include buildings on which you have actively participated in the project from the design phase through the final construction close-out.) 
Strong working knowledge of building, plumbing, and fire codes 
Excellent verbal and written communication skills 
Current PE and LEED AP licenses/registrations are preferred. 
Special consideration will be given to those candidates who have successfully demonstrated innovative design experience specifically related to renewable energies and sustainable, high performing buildings.

Our company offers salary commensurate with experience, a comprehensive benefits package which includes medical, dental, disability and life insurances, 401k plan, tuition reimbursement, and more.    ",Plumbing/Fire Protection Engineer,https://newyork.craigslist.org/mnh/egr/d/plumbing-fire-protection/6306952756.html,"80,000.00 to 120,000.00",New York City,full-time
"
        
We design, manufacture and market liquid filling and assembly systems for the pharmaceutical, cosmetics and other industries.  Many of our systems are custom designed or highly customized to meet customer specifications. Examples of our products include liquid fillers, cappers, crimpers and labelers.  We are a small company with big design ideas.  
 
We have a top-notch team, located in Lower Westchester, close to New York City.
 
Job Description:
This is an excellent opportunity for a Mechanical Engineer with experience in machine design. The position includes conceptual and detailed design, development, fabrication management and troubleshooting for custom designed packaging machinery.  

Responsibilities
•	Conceptual design using SolidWorks, risk identification and risk reduction plans 
•	Detailed mechanical design using SolidWorks, tolerance analysis, and conduct design reviews
•	Produce designs that meet performance, cost and manufacturability goals.
•	Create fabrication and assembly drawings as well as related documentation
•	Support machine assembly, assist in integration and test
•	Create and maintain project schedule, monitor status, identify key milestones, critical path and deliverables
•	Produce proposal concept models

The ideal candidate should be self-motivated, possess strong mechanical aptitude, show enthusiasm for your work, and be adaptable to flexible work assignments.
 
You should have the following skills:
•	Bachelors degree in Mechanical Engineering
•	Minimum of 5 years of related experience
•	Experience in mechanical design for automation equipment
•	Working knowledge of metal fabrication processes, especially machining and sheet metal forming processes.  Experience designing parts with aluminum, steel, stainless steel and plastics
•	Working knowledge of SolidWorks CAD software and SolidWorks Enterprise PDM
•	Ability to work both without supervision and as part of a team
•	Willingness to travel occasionally.

Total benefits package including: holidays, vacations, health and dental insurance, 401(k) with match.
    ",Mechanical Design Engineer,https://newyork.craigslist.org/wch/egr/d/mechanical-design-engineer/6304808832.html,"Competitive, depending on experience.",Lower Westchester,full-time
"
        
We are a small architectural firm located in Great Neck, NY with an easy access via public transportation. Our work includes multiple dwellings, commercial and fine residential projects in NYC and Long Island.

We are looking for a person who has 6 months - 2 years of professional experiences, and the duties should include site survey, production of construction documents and client interactions.

A successful candidate should have:
- US Architectural Degree
- CAD proficiency

Please submit a resume and a cover letter with a compensation requirement by replying to this post.

www.jwjarchi.com



    ",Jr. Architect/CAD Draftperson,https://newyork.craigslist.org/lgi/egr/d/jr-architect-cad-draftperson/6307245131.html,Please state in cover letter.,Great Neck,full-time
"
        
We are looking for a qualified estimator for our growing Mechanical , Plumbing and Sprinkler Company. Individual must have experience in bidding in all phases of mechanical, plumbing and sprinkler work with a minimum 2 years of experience. Must have experience with residential and commercial. Individual must be organized and able to work under pressure in a fast paced environment. 

Responsibility 
Provides quantity take offs for all areas of the estimate while ensuring the take off is well notated for hand over to the project team and includes safety and security requirement. 
-	Analyze plans, specs, proposals, bid sheets and other documentation to prepare bid estimates for projects.
-	Provide complete estimates; competitive estimates from project site visits, quantity take off, pricing and presentation of estimate for management review.
-	Solicits trades regarding bid invitations pricing.
-	Researches and analyzes cost data for review with management. 
-	Excellent interpersonal skills and sincere interest in creating positive relationship with colleagues and clients.
-	Strong communication still, oral and written.
-	Proficient computer skills with e-mail necessary. 
-	Attends major trade pre award meetings, walk through and field visits as required. 
-	Perform other related duties as necessary 
-	Ability to manage multiple properties, project deadlines and locations.
-	Ability to prepare mechanical, plumbing and sprinkler proposals by reviewing all plans and work phases. Prepare accurate bid and proposal for client and change orders.
-	Some project managing duties required
-	Must have computer shills and be proficient in Microsoft Excel, Microsoft Office, Microsoft Outlook, Fast Pipe, Fast Duct. 

    ","Estimator for Mechanical, Plumbing and Sprinkler Company",https://newyork.craigslist.org/mnh/egr/d/estimator-for-mechanical/6307264732.html,Dependent upon experience,Lower East Side,full-time
"
        
HVAC Mechanical Estimator 


HVAC Mechanical Estimator assists the company in meeting its objectives and goals by supporting and facilitating the bidding and estimation requirements relative to the Preconstruction process & for the successful award of large scale commercial or industrial bids.  Mechanical estimators analyze a project before it starts, accurately estimating costs related to labor, materials, equipment, and other relevant areas.

- Function as a project estimator / discipline estimator in development of cost proposals.
- Determine list of material takeoffs to define quantities of work materials.
- Determine work crews and production rates for performance of required tasks.
- Break down scope of work into definable tasks (WBS development).
- Review and comprehend technical and administrative documents such as Requests for Proposals(RFPs) and Requests for Quotes (RFQs).

Requirements:

- Bachelor's Degrees in construction engineering, management, or a related field.
- 5+ years direct experience.  

    ",HVAC Mechanical Estimator,https://newyork.craigslist.org/lgi/egr/d/hvac-mechanical-estimator/6307309554.html,Salary,,full-time
"
        
 New York City's leading professional firm dedicated to the preservation of buildings and infrastructure is currently seeking a project architect or engineer with 5 to 10 years of restoration experience.  

SUPERSTRUCTURES works on an array of challenging projects on many of New York's most prominent buildings. We've won frequent awards, as well as the loyalty of some of the premier clients in the region -- public, corporate and residential.  Our work embraces all components of the building envelope and underlying structure - facades, roofs, windows, and plazas - and the full complement of materials, from landmark terra cotta to high performance curtain walls.  

We work in teams. Teams are assigned to projects based on synergies between project requirements and the capabilities of each team member. This arrangement offers employees the dual advantages of a ""small office experience"" coupled with access to the centralized resources of a larger firm. You'll be supported by some of the most sophisticated technology in the profession, including proprietary computer systems and applications, advanced photography and image processing, and state of the art non-destructive diagnostic equipment and techniques.  

Employees typically participate in all phases of a project from inception through completion: proposal, investigation, construction documents, bid negotiation, and construction administration. You'll have the opportunity to see the designs you draw executed in the field, and you'll take on greater responsibility and client exposure as soon as you are ready.  

Frequent lunchtime seminars by industry experts, including our own in-house personnel, keep us current on developments in the profession (with the additional benefit of a free lunch).  

SUPERSTRUCTURES offers top-level compensation for top-level people, and the advancement potential of a thriving company.  

We are committed to a work / life balance, and to a work week of 40 hours.  When, on occasion, more than 40 hours are required, our employees are compensated for every additional hour worked. 
Our benefits include paid holidays, vacation and sick days, health insurance for employee and family, 401(k) with automatic employer contribution, a continuing education allowance, and free NYC Transit MetroCards.  

Our light-filled office is in a landmarked building with 16' high ceilings, 8' tall windows, and drop dead views in three directions - not a bad place to spend the workday. 

Our Tribeca location is one of New York City's most convenient and vibrant, easily accessible via public transportation. The A, C, and E subway lines stop right in the building. The N, R, #1, and #6 lines are each just a few blocks away. 

SUPERSTRUCTURES welcomes applications in reply to this posting. Please include a cover letter with salary requirements, your resume, and a few pages of attachments that display your capabilities (maximum of 10MB please).  

Note: Our thanks in advance to those submitting applications; only those candidates under consideration will be contacted.   

For additional information, visit our website at 
    ",Facade / Building Envelope Project Architect or Engineer,https://newyork.craigslist.org/mnh/egr/d/facade-building-envelope/6307568405.html,Commensurate with experience,TriBeCa,full-time
"
        
 New York City's leading professional firm dedicated to the preservation of buildings and infrastructure is seeking a recent graduate with an architecture or structural engineering degree and an interest in preservation of buildings and infrastructure. 

SUPERSTRUCTURES works on an array of challenging projects on many of New York's most prominent buildings. We've won frequent awards, as well as the loyalty of some of the premier clients in the region -- public, corporate and residential.  Our work embraces all components of the building envelope and underlying structure - facades, roofs, windows, and plazas - and the full complement of materials, from landmark terra cotta to high performance curtain walls.  

We work in teams. Teams are assigned to projects based on synergies between project requirements and the capabilities of each team member. This arrangement offers employees the dual advantages of a ""small office experience"" coupled with access to the centralized resources of a larger firm. You'll be supported by some of the most sophisticated technology in the profession, including proprietary computer systems and applications, advanced photography and image processing, and state of the art non-destructive diagnostic equipment and techniques.  

Employees typically participate in all phases of a project from inception through completion: proposal, investigation, construction documents, bid negotiation, and construction administration. You'll have the opportunity to see the designs you draw executed in the field, and you'll take on greater responsibility and client exposure as soon as you are ready.  

Frequent lunchtime seminars by industry experts, including our own in-house personnel, keep us current on developments in the profession (with the additional benefit of a free lunch).  

SUPERSTRUCTURES offers top-level compensation for top-level people, and the advancement potential of a thriving company.  

We are committed to a work / life balance, and to a work week of 40 hours.  When, on occasion, more than 40 hours are required, our employees are compensated for every additional hour worked. 
Our benefits include paid holidays, vacation and sick days, health insurance for employee and family, 401(k) with automatic employer contribution, a continuing education allowance, and free NYC Transit MetroCards.  

Our light-filled office is in a landmarked building with 16' high ceilings, 8' tall windows, and drop dead views in three directions - not a bad place to spend the workday. 

Our Tribeca location is one of New York City's most convenient and vibrant, easily accessible via public transportation. The A, C, and E subway lines stop right in the building. The N, R, #1, and #6 lines are each just a few blocks away. 

SUPERSTRUCTURES welcomes applications in reply to this posting. Please include a cover letter with salary requirements, your resume, and a few pages of attachments that display your capabilities (maximum of 10MB please).  

Note: Our thanks in advance to those submitting applications; only those candidates under consideration will be contacted.   

For additional information, visit our website at 
    ",Exterior Restoration / Recent Graduate,https://newyork.craigslist.org/mnh/egr/d/exterior-restoration-recent/6307570385.html,Commensurate with experience,TriBeCa,full-time
"
        
 New York City's leading professional firm dedicated to the preservation of buildings and infrastructure is currently seeking an engineer or architect with 2 to 5 years of restoration experience.  

SUPERSTRUCTURES works on an array of challenging projects on many of New York's most prominent buildings. We've won frequent awards, as well as the loyalty of some of the premier clients in the region -- public, corporate and residential.  Our work embraces all components of the building envelope and underlying structure - facades, roofs, windows, and plazas - and the full complement of materials, from landmark terra cotta to high performance curtain walls.  

We work in teams. Teams are assigned to projects based on synergies between project requirements and the capabilities of each team member. This arrangement offers employees the dual advantages of a ""small office experience"" coupled with access to the centralized resources of a larger firm. You'll be supported by some of the most sophisticated technology in the profession, including proprietary computer systems and applications, advanced photography and image processing, and state of the art non-destructive diagnostic equipment and techniques.  

Employees typically participate in all phases of a project from inception through completion: proposal, investigation, construction documents, bid negotiation, and construction administration. You'll have the opportunity to see the designs you draw executed in the field, and you'll take on greater responsibility and client exposure as soon as you are ready.  

Frequent lunchtime seminars by industry experts, including our own in-house personnel, keep us current on developments in the profession (with the additional benefit of a free lunch).  

SUPERSTRUCTURES offers top-level compensation for top-level people, and the advancement potential of a thriving company.  

We are committed to a work / life balance, and to a work week of 40 hours.  When, on occasion, more than 40 hours are required, our employees are compensated for every additional hour worked. 
Our benefits include paid holidays, vacation and sick days, health insurance for employee and family, 401(k) with automatic employer contribution, a continuing education allowance, and free NYC Transit MetroCards.  

Our light-filled office is in a landmarked building with 16' high ceilings, 8' tall windows, and drop dead views in three directions - not a bad place to spend the workday. 

Our Tribeca location is one of New York City's most convenient and vibrant, easily accessible via public transportation. The A, C, and E subway lines stop right in the building. The N, R, #1, and #6 lines are each just a few blocks away. 

SUPERSTRUCTURES welcomes applications in reply to this posting. Please include a cover letter with salary requirements, your resume, and a few pages of attachments that display your capabilities (maximum of 10MB please).  

Note: Our thanks in advance to those submitting applications; only those candidates under consideration will be contacted.   

For additional information, visit our website at 
    ",Facade / Building Envelope Engineer or Architect,https://newyork.craigslist.org/mnh/egr/d/facade-building-envelope/6307572198.html,Commensurate with experience,TriBeCa,full-time
"
        
JOB DESCRIPTION:
Lead a staff engaged in the delivery of land surveys.  Review of survey records, monument records, parcel maps and final maps filed with Town, County, and State; review all field work for accuracy and conformity to accepted land surveying practices and other legal requirements.  Analyze land, cadastral, geodetic surveys, and right of way maps.  Prepare and process control and geodetic field survey data; assist in the development and maintenance of a surveying database.  Review surveying work for conformity to planning and zoning regulations and accepted Land Surveying practices; certify that all conditions of approval and other legal requirements have been met.
 
Confer with clients, representatives of various governmental agencies, title insurance entities, and land developers on matters affecting mapping, land boundary determinations, legal access, real property rights, and perpetuation of survey monuments. 

Develop, prepare and review legal documents for content accuracy, completeness and conveyance of real property interests.  Assist in the development and training of staff; instruct personnel in surveying and mapping techniques.  Sign and seal all documents in accordance with state law.
    ",Land Surveyor,https://newyork.craigslist.org/fct/egr/d/land-surveyor/6307579606.html,commensurate with experience,"Riverside, CT",full-time
"
        
Key management position with the responsibility for representing firm with clients, preparing/negotiating work scopes and budgets, executing civil engineering services, and participating in firm's business development program. This position will provide project management and lead design responsibilities for a wide range of projects (i.e., grading and drainage plans, design of on-site/off-site utilities, and design of paving and roadway improvements). This position requires a group leadership role which includes working with other departments to prepare design plans and specifications, and staff hiring to expand the unit.
 
 Requirements: Registration as a professional civil engineer in Connecticut / New York with a minimum of 7 years' experience in project management and the design of site grading and drainage plans, water and sanitary sewer utilities, storm water management systems, paving and street improvement projects or public works projects. Excellent project management and good communication skills required; must demonstrate capabilities to prepare construction documents and cost estimates/budget details for civil engineering services. Experience with AutoCAD necessary.
    ",Civil Engineer,https://newyork.craigslist.org/fct/egr/d/civil-engineer/6307574058.html,80k to 100k based on qualifications,"Stamford, CT",full-time
"
        
Soho based firm is seeking a Project Architect/Manager with a minimum of 6-12 years of experience.  Applicants must have extensive knowledge of preparing construction documents, specifications, NYC Codes and construction administration for new and renovation projects.  The candidate needs to have strong communication skills, be well organized and capable of coordinating with consultants and clients.  Knowledge of AutoCAD, Microsoft word, Excel, Photoshop and/or Illustrator is required.


    ",Project Architect,https://newyork.craigslist.org/mnh/egr/d/project-architect/6307580764.html,TBD,SoHo,full-time
"
        
•	Perform drafting tasks to include civil engineering land development design, surveys and mapping, notes and details.
•	Participate in technical detail decisions regarding standard detail selection, locus definition, drawing size and scale, and orientation and inset definition.
•	Generate full property surveys and site development packages and topographic maps.
•	Create and maintain symbols libraries and drawing specifications.
•	Must be able to handle and/or manage multiple projects concurrently.
•	Should welcome the challenge of working projects that vary greatly and have potential to require changes or alterations in midstream.
    ","CAD Draftsperson, Civil Engr'g",https://newyork.craigslist.org/fct/egr/d/cad-draftsperson-civil-engrg/6307582774.html,17.00 per hour,"Riverside, CT",full-time
"
        
Architectural firm located in Soho seeks architectural drafters for commercial and institutional projects. This is a full time position with the possibilty of advancement.

Applicant should have 3-8 years experience in New York City and be proficient in AutoCAD and Revit.

Responsibilities will include field surveys, as-built drawings, preparation of construction documents following CAD standards. 3D and prior experience in commercial and institutional projects a plus.

Interested candidates should submit resume and cover letter with hourly/salary requirements.
    ",Architectural CAD Drafters,https://newyork.craigslist.org/mnh/egr/d/architectural-cad-drafters/6307583364.html,submit hourly/salary requirements,SoHo,full-time
"
        
Construction Site Superintendent
$160-180K + Bonus

Construction Site Safety Supervisor
$125-150K + Bonus

Two of our largest most prestigious NYC Construction conglomerates have immediate openings for Licensed Superintendent and Site Safety Licensed Supervisor. 

Superintendent: Oversee construction activities, managing staff; contractors, materials, equipment, budget, schedules, and contracts. Manage project field operations and schedules to deliver quality building project. 

Site Safety Supervisor: Working with high powered teams for project managers/executives to direct and coordinate as well as implement corporate safety and health policies and procedures. Responsible for overall safety and management for major project. Communicate and set forth improvements in corporate safety programs. Review all subcontractor site specific safety programs and job hazard analysis. Conduct regular site evaluations and track any issues. Assure documentation and quality are up to date. Confirm documentation that all subcontractors are properly trained as far as scope of work. Generate weekly reports for management, meetings for staff and general site work, constructions/risk assessments. Coordinate filing of all documentation. Follow up on corrective actions if incident/accident occurs. Monitor managers/inspectors to ensure policy/procedure and regulatory requirements are met. Strong communication, multitasking and presentation skills.

Please submit resume in Word doc format (Please NO pdf)
**AN EQUAL EMPLOYMENT OPPORTUNITY EMPLOYER**
    ",Construction Site Safety,https://newyork.craigslist.org/mnh/egr/d/construction-site-safety/6307626520.html,$160-180K + Bonus and $125-150K + Bonus,,full-time
"
        
Cisco Systems, Inc. is accepting resumes for the following positions in New York, NY: Systems Engineer (Ref. #NY5): Provide business-level guidance to the account team or operation on technology trends and competitive threats, both at a technical and business level. Systems Engineer (Ref. #NY11): Provide business-level guidance to the account team or operation on technology trends and competitive threats, both at a technical and business level. Travel may be required to various unanticipated locations throughout the United States. Systems Engineer (Ref. #NY13): Provide business-level guidance to the account team or operation on technology trends and competitive threats, both at a technical and business level. Telecommuting permitted and travel may be required to various unanticipated locations throughout the United States. Please mail resumes with reference number to Cisco Systems, Inc., Attn: G51G, 170 W. Tasman Drive, Mail Stop: SJC 5/1/4, San Jose, CA 95134.  No phone calls please.  Must be legally authorized to work in the U.S. without sponsorship.  EOE. www.cisco.com/
    ",Systems Engineers,https://newyork.craigslist.org/mnh/egr/d/systems-engineers/6307755309.html,Not Specified,"New York, NY",full-time
"
        
Fast growing architectural/Engineering firm looking for Jr. Architect or Civil engineer. Recent graduate with 3.5 and higher average would be considered. 2 to 5 years experience in architectural or structural engineering office is preferred. Having a master degree is a plus. Must be proficient in Acad and other drawing programs. Knowledge of Veterworks is a plus. Please send your resume.    ",Jr. Architect or Engineer,https://newyork.craigslist.org/wch/egr/d/jr-architect-or-engineer/6308542213.html,Compensation depends on qualification,Mount Vernon,full-time
"
        
Architecture Design Firm in Queens is looking to fill an Architectural Designer/CAD Drafter position. Candidate must have 2-3 years of design experience.

The primary duties will be to provide project participation in all phases of design including Concept Design, Design Development, Construction Documents and Construction Administration. The candidate will be expected to understand and develop aspects of working drawings and details. The following is required of the candidate:

Qualifications include:
-- Degree in Architecture.
-- Excellent design and graphic skills, and proficiency in AutoCAD, SketchUp and other 3D rendering and graphic programs are preferable.
-- Familiarity with NYC zoning
-- Working knowledge of expediting/ filing procedures with DOB are a plus.
-- Excellent verbal and written communication skills
-- Excellent organizational and time management skills    ",Architectural Designer,https://newyork.craigslist.org/que/egr/d/architectural-designer/6308374244.html,The salary is based on level of experience.,QUEENS,full-time
"
        
Small lower westchester architect office seeking assistant to architect / intermediate architectural draftsperson for various job related duties, include cad drafting, job site measuring, site inspections, some building department expediting, etc. This is a work from home opportunity that is on a project basis with potential for full time. Please send samples of your work and your area of expertise. Salary to be commensurate with experience.    ",Architect,https://newyork.craigslist.org/wch/egr/d/architect/6308764716.html,To be determined based on experience,,contract
